TagDate,RecapDate,Recap_Year,Site,SiteName,Lat,Long,StatBlock,RecapL,Lt,Dt,DL
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,119,105,1,13.93
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,126,1,2.98
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,120,1,8.95
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,110,93,1,16.91
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,121,111,1,9.95
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,129,109,1,19.9
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,131,127,1,3.98
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,124,112,1,11.94
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,135,132,1,2.98
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,118,101,1,16.91
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,88,70,1,17.91
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,82,60,1,21.89
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,113,90,1,22.89
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,92,72,1,19.9
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,108,89,1,18.9
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,94,73,1,20.89
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,102,82,1,19.9
11/10/2002 0:00,13/10/2003 0:00,2003,478,MiddleGround,-43.54,146.99,13,113,92,1,20.89
